,이름,생일,시즌,연봉(만원),연차
4675,전유수,1986-11-29,2017,11000,13
4676,전유수,1986-11-29,2018,8500,14
4677,전유수,1986-11-29,2019,8500,15
4678,전유수,1986-11-29,2020,10000,16
4679,임노병,1977-08-27,1997,1500,1
4680,임노병,1977-08-27,2001,2000,5
4681,김희석,1990-02-25,2014,2400,1
4682,김기연,1997-09-07,2018,2700,1
4683,현원회,2001-07-08,2020,2700,1
4684,김병휘,2001-02-16,2020,,1
4685,임창용,1976-06-04,1995,,1
4686,임창용,1976-06-04,1996,,2
4687,임창용,1976-06-04,1997,3200,3
4688,임창용,1976-06-04,1998,5900,4
4689,임창용,1976-06-04,1999,9000,5
4690,임창용,1976-06-04,2000,20000,6
4691,임창용,1976-06-04,2001,18000,7
4692,임창용,1976-06-04,2002,30000,8
4693,임창용,1976-06-04,2003,43000,9
4694,임창용,1976-06-04,2004,50000,10
4695,임창용,1976-06-04,2005,50000,11
4696,임창용,1976-06-04,2006,50000,12
4697,임창용,1976-06-04,2007,50000,13
4698,임창용,1976-06-04,2014,50000,20
4699,임창용,1976-06-04,2015,50000,21
4700,임창용,1976-06-04,2016,50000,22
4701,임창용,1976-06-04,2017,50000,23
4702,임창용,1976-06-04,2018,900000,24
4703,최민구,1992-03-17,2015,2900,1
4704,황경태,1996-08-17,2017,2700,1
4705,황경태,1996-08-17,2018,2800,2
4706,박상현,1989-11-22,2010,,1
4707,손승현,1982-07-08,2005,,1
4708,손승현,1982-07-08,2007,2300,3
4709,손승현,1982-07-08,2008,2300,4
4710,손승현,1982-07-08,2009,2300,5
4711,민태호,1989-09-12,2008,,1
4712,민태호,1989-09-12,2014,,7
4713,민태호,1989-09-12,2015,,8
4714,민태호,1989-09-12,2017,3300,10
4715,민태호,1989-09-12,2018,4000,11
4716,민태호,1989-09-12,2019,900000,12
4717,조상수,1976-08-24,2000,,1
4718,조상수,1976-08-24,2001,1600,2
4719,한석현,1994-05-17,2020,,1
4720,전민재,1999-06-30,2018,2700,1
4721,전민재,1999-06-30,2019,900000,2
4722,이진석,1995-05-20,2015,2900,1
4723,이진석,1995-05-20,2016,2900,2
4724,권영진,1984-11-18,2008,,1
4725,권영진,1984-11-18,2009,2500,2
4726,권영진,1984-11-18,2012,2500,5
4727,권영준,1986-06-04,2012,2400,1
4728,김경기,1968-04-05,1990,,1
4729,김경기,1968-04-05,1991,,2
4730,김경기,1968-04-05,1992,,3
4731,김경기,1968-04-05,1993,,4
4732,김경기,1968-04-05,1994,,5
4733,김경기,1968-04-05,1995,,6
4734,김경기,1968-04-05,1996,,7
4735,김경기,1968-04-05,1997,10000,8
4736,김경기,1968-04-05,1998,8500,9
4737,김경기,1968-04-05,1999,10500,10
4738,김경기,1968-04-05,2000,10500,11
4739,김경기,1968-04-05,2001,9000,12
4740,변우혁,2000-03-18,2019,,1
4741,양용모,1967-12-20,1991,,1
4742,양용모,1967-12-20,1992,,2
4743,양용모,1967-12-20,1993,,3
4744,양용모,1967-12-20,1996,,6
4745,양용모,1967-12-20,1997,4000,7
4746,양용모,1967-12-20,1998,4500,8
4747,양용모,1967-12-20,1999,4500,9
4748,양용모,1967-12-20,2000,4600,10
4749,양용모,1967-12-20,2001,5600,11
4750,양용모,1967-12-20,2002,6000,12
4751,이승민,1995-02-08,2020,2700,1
4752,최병연,1986-12-21,2015,3000,1
4753,최병연,1986-12-21,2016,3000,2
4754,최병연,1986-12-21,2017,3300,3
4755,박재욱,1995-12-06,2016,2700,1
4756,박재욱,1995-12-06,2020,3500,5
4757,김지열,1988-08-09,2015,,1
4758,김지열,1988-08-09,2017,,3
4759,김지열,1988-08-09,2018,900000,4
4760,정상교,1991-10-01,2011,,1
4761,정상교,1991-10-01,2012,2600,2
4762,윤여운,1990-02-22,2012,,1
4763,윤여운,1990-02-22,2015,2700,4
4764,윤여운,1990-02-22,2018,2700,7
4765,윤여운,1990-02-22,2019,2700,8
4766,고영우,1990-01-08,2016,6000,1
4767,박지훈,2000-09-07,2020,2700,1
4768,조인신,1980-08-14,2004,1800,1
4769,조인신,1980-08-14,2005,2000,2
4770,최훈재,1967-01-21,1989,,1
4771,최훈재,1967-01-21,1990,,2
4772,최훈재,1967-01-21,1991,,3
4773,최훈재,1967-01-21,1992,,4
4774,최훈재,1967-01-21,1993,,5
4775,최훈재,1967-01-21,1994,,6
4776,최훈재,1967-01-21,1995,,7
4777,최훈재,1967-01-21,1996,,8
4778,최훈재,1967-01-21,1997,4100,9
4779,최훈재,1967-01-21,1998,5500,10
4780,최훈재,1967-01-21,1999,6200,11
4781,최훈재,1967-01-21,2000,7400,12
4782,최훈재,1967-01-21,2001,7400,13
4783,한윤섭,1985-09-12,2008,,1
4784,한윤섭,1985-09-12,2009,2100,2
4785,한윤섭,1985-09-12,2010,2400,3
4786,한윤섭,1985-09-12,2012,2400,5
4787,고도현,1990-10-13,2013,,1
4788,고도현,1990-10-13,2014,2400,2
4789,이창섭,1987-03-10,2010,,1
4790,이창섭,1987-03-10,2013,,4
4791,이창섭,1987-03-10,2014,2400,5
4792,이창섭,1987-03-10,2015,3000,6
4793,강병우,1986-12-26,2010,,1
4794,윤수강,1990-02-22,2020,3200,1
4795,임익준,1988-03-15,2010,2600,1
4796,임익준,1988-03-15,2012,3700,3
4797,임익준,1988-03-15,2013,3500,4
4798,임익준,1988-03-15,2014,3800,5
4799,임익준,1988-03-15,2015,3300,6
4800,임익준,1988-03-15,2016,3300,7
4801,임익준,1988-03-15,2017,3500,8
4802,정주후,1995-06-26,2016,2700,1
4803,정주후,1995-06-26,2017,2900,2
4804,정주후,1995-06-26,2020,2900,5
4805,권오현,1978-03-12,2001,,1
4806,권오현,1978-03-12,2002,2000,2
4807,권오현,1978-03-12,2003,2300,3
4808,정종수,1980-06-08,2003,,1
4809,정종수,1980-06-08,2008,2000,6
4810,류효승,1996-07-16,2020,2700,1
4811,이대현,1982-06-09,2001,,1
4812,이대현,1982-06-09,2005,,5
4813,이대현,1982-06-09,2006,2100,6
4814,최민창,1996-04-16,2017,,1
4815,최준우,1999-03-25,2019,,1
4816,최준우,1999-03-25,2020,3100,2
4817,박인성,1990-03-23,2013,,1
4818,박민석,2000-04-13,2019,,1
4819,심재윤,1975-08-24,1999,1600,1
4820,심재윤,1975-08-24,2000,2400,2
4821,심재윤,1975-08-24,2001,2600,3
4822,문찬종,1991-03-23,2020,,1
4823,홍현빈,1997-08-29,2017,2700,1
4824,홍현빈,1997-08-29,2018,900000,2
4825,홍현빈,1997-08-29,2020,900000,4
4826,강승호,1994-02-09,2016,2700,1
4827,강승호,1994-02-09,2017,3500,2
4828,강승호,1994-02-09,2018,3500,3
4829,강승호,1994-02-09,2019,900000,4
4830,김영화,1965-11-20,2003,15000,1
4831,조원빈,1993-04-10,2018,900000,1
4832,안치영,1998-05-29,2017,,1
4833,안치영,1998-05-29,2019,,3
4834,채상현,1993-04-14,2017,900000,1
4835,추재현,1999-02-22,2019,,1
4836,추재현,1999-02-22,2020,2700,2
4837,이성재,1985-11-20,2008,,1
4838,장성국,1974-03-30,1997,2000,1
4839,장성국,1974-03-30,1998,2000,2
4840,장성국,1974-03-30,2001,1800,5
4841,장성국,1974-03-30,2002,2100,6
4842,이준민,1979-01-23,2002,,1
4843,이준민,1979-01-23,2003,2100,2
4844,김강현,1995-02-27,2020,,1
4845,김종민,1986-03-30,2015,3800,1
4846,김종민,1986-03-30,2016,3800,2
4847,김종민,1986-03-30,2017,5500,3
4848,김종민,1986-03-30,2018,5300,4
4849,김종민,1986-03-30,2019,5300,5
4850,허승민,1986-02-28,2008,,1
4851,허승민,1986-02-28,2009,2300,2
4852,허승민,1986-02-28,2010,2500,3
4853,박상규,1989-05-02,2013,2400,1
4854,정준혁,1994-04-01,2019,,1
4855,모상기,1987-01-03,2008,2300,1
4856,모상기,1987-01-03,2011,2400,4
4857,모상기,1987-01-03,2012,3500,5
4858,모상기,1987-01-03,2013,3300,6
4859,모상기,1987-01-03,2015,2800,8
4860,류형우,1995-05-07,2019,,1
4861,김선민,1990-11-13,2016,3200,1
4862,김강석,1985-09-08,2009,,1
4863,김강석,1985-09-08,2010,2400,2
4864,남태혁,1991-03-13,2016,2700,1
4865,남태혁,1991-03-13,2017,3000,2
4866,남태혁,1991-03-13,2018,3300,3
4867,남태혁,1991-03-13,2019,3300,4
4868,남태혁,1991-03-13,2020,3000,5
4869,안희봉,1972-10-03,1998,,1
4870,안희봉,1972-10-03,1999,2000,2
4871,안희봉,1972-10-03,2000,1800,3
4872,안희봉,1972-10-03,2001,2000,4
4873,서성종,1983-06-17,2008,2000,1
4874,서성종,1983-06-17,2010,2400,3
4875,문상인,1998-01-31,2020,2800,1
4876,김재우,1991-10-22,2010,,1
4877,이인행,1991-06-30,2015,3000,1
4878,이인행,1991-06-30,2017,3100,3
4879,이인행,1991-06-30,2018,3200,4
4880,이인행,1991-06-30,2019,900000,5
4881,성민국,1982-02-09,2004,,1
4882,윤효섭,1990-10-24,2010,2400,1
4883,이민택,1980-02-23,2003,2000,1
4884,고명성,1999-04-16,2018,2700,1
4885,고명성,1999-04-16,2019,900000,2
4886,강동관,1996-11-01,2016,2700,1
4887,강구성,1993-06-09,2013,2400,1
4888,강구성,1993-06-09,2015,2700,3
4889,강구성,1993-06-09,2016,2700,4
4890,강구성,1993-06-09,2017,2700,5
4891,강구성,1993-06-09,2018,2700,6
4892,조성우,1988-02-08,2013,2400,1
4893,조성우,1988-02-08,2014,3500,2
4894,리오스,1972-10-13,2007,,1
4895,장광호,1967-04-14,1992,,1
4896,장광호,1967-04-14,1993,,2
4897,장광호,1967-04-14,1994,,3
4898,장광호,1967-04-14,1995,,4
4899,장광호,1967-04-14,1996,,5
4900,장광호,1967-04-14,1997,5000,6
4901,장광호,1967-04-14,1998,4500,7
4902,장광호,1967-04-14,1999,5200,8
4903,장광호,1967-04-14,2000,5000,9
4904,장광호,1967-04-14,2001,3000,10
4905,이호신,1984-05-19,2007,,1
4906,이호신,1984-05-19,2008,2000,2
4907,이호신,1984-05-19,2009,2200,3
4908,이호신,1984-05-19,2012,2400,6
4909,이호신,1984-05-19,2015,3600,9
4910,이호신,1984-05-19,2016,3600,10
4911,이호신,1984-05-19,2017,4000,11
4912,채기영,1995-09-01,2015,2700,1
4913,이현동,1993-03-27,2017,2800,1
4914,이현동,1993-03-27,2019,2800,3
4915,김창혁,1991-05-17,2018,,1
4916,김창혁,1991-05-17,2019,900000,2
4917,박으뜸,1990-06-14,2013,,1
4918,황수현,1991-08-31,2015,900000,1
4919,오세학,1979-09-09,2001,1700,1
4920,해즐베이커,1987-08-14,2019,,1
4921,이호연,1995-06-03,2020,,1
4922,김석환,1999-02-28,2018,2800,1
4923,나성용,1988-01-05,2011,,1
4924,나성용,1988-01-05,2015,,5
4925,나성용,1988-01-05,2016,3700,6
4926,나성용,1988-01-05,2017,900000,7
4927,최민재,1994-01-08,2019,,1
4928,김영복,1985-02-17,2004,2000,1
4929,김영복,1985-02-17,2005,2100,2
4930,김영복,1985-02-17,2006,2500,3
4931,박경진,1976-03-22,2000,2000,1
4932,박경진,1976-03-22,2001,2300,2
4933,박경진,1976-03-22,2002,2400,3
4934,박경진,1976-03-22,2003,2600,4
4935,박경진,1976-03-22,2004,2300,5
4936,박경진,1976-03-22,2005,2500,6
4937,김만수,1996-04-18,2016,2900,1
4938,김만수,1996-04-18,2017,3000,2
4939,이거연,1997-06-15,2020,2700,1
4940,화이트,1990-10-29,2020,,1
4941,니일,1965-09-14,2001,,1
4942,조정원,1990-08-10,2013,,1
4943,조정원,1990-08-10,2014,2700,2
4944,조정원,1990-08-10,2015,2700,3
4945,이성호,1985-03-09,2010,,1
4946,김남형,1988-05-08,2007,,1
4947,김남형,1988-05-08,2008,2000,2
4948,김남형,1988-05-08,2012,2400,6
4949,권민석,1999-02-20,2020,2700,1
4950,이민재,1988-02-05,2012,,1
4951,이민재,1988-02-05,2015,3400,4
4952,강상원,1997-05-05,2017,2700,1
4953,강상원,1997-05-05,2018,900000,2
4954,강병의,1992-01-02,2015,3000,1
4955,유영준,1994-07-13,2017,,1
4956,유영준,1994-07-13,2019,,3
4957,유영준,1994-07-13,2020,2800,4
4958,조한민,2000-10-20,2020,,1
4959,손형준,1989-07-01,2012,,1
4960,이승주,1984-04-13,2007,2000,1
4961,이승주,1984-04-13,2011,2400,5
4962,최용규,1985-08-31,2008,,1
4963,최용규,1985-08-31,2009,2200,2
4964,최용규,1985-08-31,2010,3000,3
4965,최용규,1985-08-31,2015,5000,8
4966,이도윤,1996-10-07,2018,900000,1
4967,이도윤,1996-10-07,2020,900000,3
4968,윤병호,1989-07-05,2015,2900,1
4969,윤병호,1989-07-05,2016,2900,2
4970,윤병호,1989-07-05,2017,3000,3
4971,윤병호,1989-07-05,2018,900000,4
4972,배성근,1995-04-27,2019,,1
4973,배성근,1995-04-27,2020,3200,2
4974,임세업,1983-09-01,2013,2400,1
4975,김태훈,1996-03-31,2015,3000,1
4976,김태훈,1996-03-31,2020,2900,6
4977,고장혁,1990-01-08,2016,6000,1
4978,김병희,1990-12-06,2019,,1
4979,김병희,1990-12-06,2020,3000,2
4980,유재혁,1992-03-29,2013,,1
4981,최연오,1984-03-14,2009,2200,1
4982,정규창,1989-06-29,2013,,1
4983,박대온,1995-08-28,2015,,1
4984,박대온,1995-08-28,2017,,3
4985,박대온,1995-08-28,2018,,4
4986,김종찬,1987-07-22,2013,2400,1
4987,김재민,1991-01-28,2013,,1
4988,김재민,1991-01-28,2014,3000,2
4989,김정후,1988-09-26,2013,,1
4990,김정후,1988-09-26,2018,3500,6
4991,김정후,1988-09-26,2019,3500,7
4992,김정후,1988-09-26,2020,3500,8
4993,이재율,1993-05-02,2016,2700,1
4994,이재율,1993-05-02,2017,3000,2
4995,이재율,1993-05-02,2018,900000,3
4996,이재율,1993-05-02,2020,900000,5
4997,나원탁,1994-08-20,2017,2700,1
4998,나원탁,1994-08-20,2018,900000,2
4999,김성표,1994-03-17,2020,,1
5000,변용선,1987-05-17,2010,,1
5001,변용선,1987-05-17,2012,2500,3
5002,신국환,1972-10-29,1995,,1
5003,신국환,1972-10-29,1996,,2
5004,신국환,1972-10-29,1997,2500,3
5005,신국환,1972-10-29,1998,4000,4
5006,신국환,1972-10-29,1999,5000,5
5007,신국환,1972-10-29,2000,4500,6
5008,신국환,1972-10-29,2001,3500,7
5009,신국환,1972-10-29,2002,3000,8
5010,김광삼,1980-08-15,1999,,1
5011,김광삼,1980-08-15,2000,2000,2
5012,김광삼,1980-08-15,2003,2000,5
5013,김광삼,1980-08-15,2004,5500,6
5014,김광삼,1980-08-15,2005,7000,7
5015,김광삼,1980-08-15,2006,8000,8
5016,김광삼,1980-08-15,2007,6000,9
5017,김광삼,1980-08-15,2008,5800,10
5018,김광삼,1980-08-15,2009,5800,11
5019,김광삼,1980-08-15,2010,5800,12
5020,김광삼,1980-08-15,2011,8000,13
5021,김광삼,1980-08-15,2012,7000,14
5022,김광삼,1980-08-15,2015,5000,17
5023,임태준,1988-04-23,2014,2400,1
5024,워스,1985-09-30,2017,900000,1
5025,이승재,1983-06-09,2006,,1
5026,이승재,1983-06-09,2007,2500,2
5027,이승재,1983-06-09,2014,2400,9
5028,임준혁,1984-10-09,2003,,1
5029,임준혁,1984-10-09,2004,2000,2
5030,임준혁,1984-10-09,2006,2000,4
5031,임준혁,1984-10-09,2007,2000,5
5032,임준혁,1984-10-09,2008,2000,6
5033,임준혁,1984-10-09,2009,3800,7
5034,임준혁,1984-10-09,2011,3800,9
5035,임준혁,1984-10-09,2012,4900,10
5036,임준혁,1984-10-09,2013,3900,11
5037,임준혁,1984-10-09,2014,4300,12
5038,임준혁,1984-10-09,2015,13000,13
5039,임준혁,1984-10-09,2016,13000,14
5040,임준혁,1984-10-09,2017,10000,15
5041,임준혁,1984-10-09,2018,900000,16
5042,황선일,1987-02-17,2006,,1
5043,황선일,1987-02-17,2007,2000,2
5044,황선일,1987-02-17,2010,2000,5
5045,황선일,1987-02-17,2011,2700,6
5046,황선일,1987-02-17,2012,2800,7
5047,황선일,1987-02-17,2015,2800,10
5048,임동휘,1995-08-22,2019,,1
5049,백승민,1990-07-09,2018,2700,1
5050,백승민,1990-07-09,2019,2700,2
5051,백승민,1990-07-09,2020,4500,3
5052,신진호,1991-10-20,2017,2700,1
5053,신진호,1991-10-20,2018,2800,2
5054,배병옥,1995-11-21,2016,,1
5055,배병옥,1995-11-21,2018,,3
5056,곽용섭,1983-02-03,2003,,1
5057,곽용섭,1983-02-03,2004,2000,2
5058,곽용섭,1983-02-03,2005,2100,3
5059,곽용섭,1983-02-03,2009,2000,7
5060,정범수,1992-08-08,2011,,1
5061,정기훈,1995-02-18,2020,,1
5062,안주형,1993-08-14,2017,2700,1
5063,안주형,1993-08-14,2018,900000,2
5064,정진식,1971-11-15,1994,,1
5065,정진식,1971-11-15,1995,,2
5066,정진식,1971-11-15,1996,,3
5067,정진식,1971-11-15,1997,,4
5068,정진식,1971-11-15,2001,1700,8
5069,박철우,1991-01-29,2015,900000,1
5070,이지찬,1991-08-19,2015,2800,1
5071,오영수,1999-12-24,2018,2700,1
5072,박한결,1994-12-24,2019,,1
5073,박한결,1994-12-24,2020,3000,2
5074,김수환,1998-03-20,2020,,1
5075,주효상,1997-11-11,2016,2700,1
5076,주효상,1997-11-11,2017,3000,2
5077,주효상,1997-11-11,2018,3500,3
5078,주효상,1997-11-11,2019,3500,4
5079,주효상,1997-11-11,2020,3500,5
5080,윤승균,1983-01-07,2005,,1
5081,윤승균,1983-01-07,2006,3400,2
5082,김경모,1989-06-15,2008,,1
5083,김경모,1989-06-15,2012,2500,5
5084,송주호,1988-07-11,2013,,1
5085,송주호,1988-07-11,2014,2900,2
5086,송주호,1988-07-11,2015,4000,3
5087,송주호,1988-07-11,2016,4000,4
5088,이종민,1972-12-25,1991,,1
5089,이종민,1972-12-25,1992,,2
5090,이종민,1972-12-25,1993,,3
5091,이종민,1972-12-25,1994,,4
5092,이종민,1972-12-25,1997,2500,7
5093,이종민,1972-12-25,1998,3800,8
5094,이종민,1972-12-25,1999,3600,9
5095,이종민,1972-12-25,2000,3400,10
5096,이종민,1972-12-25,2001,4400,11
5097,이종민,1972-12-25,2002,5200,12
5098,박승규,2000-09-02,2019,,1
5099,박승규,2000-09-02,2020,3200,2
5100,임한용,1987-07-15,2010,,1
5101,임한용,1987-07-15,2011,2500,2
5102,나균안,1998-03-16,2017,,1
5103,나균안,1998-03-16,2018,,2
5104,나균안,1998-03-16,2019,,3
5105,김사연,1988-08-09,2016,4500,1
5106,이명환,1985-04-26,2013,2400,1
5107,박주홍,2001-04-16,2020,,1
5108,박진원,1987-03-17,2011,2400,1
5109,김정현,1979-05-27,2002,,1
5110,정현택,1980-02-22,1999,1800,1
5111,정현택,1980-02-22,2000,2300,2
5112,정현택,1980-02-22,2001,2300,3
5113,가코,1981-01-02,2011,,1
5114,강병수,1984-04-16,2009,900000,1
5115,김지영,1974-04-21,1994,,1
5116,김지영,1974-04-21,1995,,2
5117,김지영,1974-04-21,1997,1400,4
5118,김지영,1974-04-21,1998,2400,5
5119,김지영,1974-04-21,1999,2200,6
5120,김지영,1974-04-21,2000,2400,7
5121,김지영,1974-04-21,2002,2100,9
5122,박준영,1997-08-05,2016,2700,1
5123,박준영,1997-08-05,2020,2700,5
5124,송우현,1996-12-27,2020,,1
5125,김용호,1986-03-29,2011,,1
5126,왓슨,1978-09-05,2009,,1
5127,채현우,1995-11-21,2019,,1
5128,채현우,1995-11-21,2020,3000,2
5129,박상혁,1990-03-07,2013,2400,1
5130,박상혁,1990-03-07,2016,2400,4
5131,서호철,1996-10-16,2020,3000,1
5132,타바레스,1971-03-26,2000,,1
5133,타바레스,1971-03-26,2001,,2
5134,이강서,1984-01-10,2007,,1
5135,김경호,1995-07-31,2019,,1
5136,김경호,1995-07-31,2020,,2
5137,홍성갑,1992-08-02,2014,,1
5138,홍성갑,1992-08-02,2015,3200,2
5139,홍성갑,1992-08-02,2016,3200,3
5140,홍성갑,1992-08-02,2017,3600,4
5141,홍성갑,1992-08-02,2018,3600,5
5142,정보근,1999-08-31,2019,,1
5143,정보근,1999-08-31,2020,2900,2
5144,김영환,1993-01-31,2015,3700,1
5145,김영환,1993-01-31,2016,3700,2
5146,김영환,1993-01-31,2018,3700,4
5147,김영환,1993-01-31,2019,3700,5
5148,김영환,1993-01-31,2020,3700,6
5149,조효상,1974-01-26,1996,,1
5150,조효상,1974-01-26,1997,1700,2
5151,조효상,1974-01-26,1998,1900,3
5152,조효상,1974-01-26,1999,2000,4
5153,조효상,1974-01-26,2000,2100,5
5154,조효상,1974-01-26,2001,2300,6
5155,조효상,1974-01-26,2002,2300,7
5156,조효상,1974-01-26,2003,2300,8
5157,조효상,1974-01-26,2004,2300,9
5158,조효상,1974-01-26,2005,2200,10
5159,김대한,2000-12-06,2019,,1
5160,정경운,1993-08-09,2017,,1
5161,정경운,1993-08-09,2018,900000,2
5162,김대륙,1992-04-03,2015,3200,1
5163,김대륙,1992-04-03,2016,3200,2
5164,김대륙,1992-04-03,2017,3400,3
5165,윤완주,1989-02-25,2016,,1
5166,천성호,1997-10-30,2020,2700,1
5167,최경모,1996-06-17,2019,900000,1
5168,노태형,1995-02-08,2020,,1
5169,김동명,1988-06-24,2016,4000,1
5170,윤형준,1994-01-31,2018,,1
5171,구본혁,1997-01-11,2019,,1
5172,구본혁,1997-01-11,2020,4000,2
5173,유장혁,2000-05-30,2019,,1
5174,유장혁,2000-05-30,2020,3200,2
5175,안상현,1997-01-27,2018,2700,1
5176,안상현,1997-01-27,2019,900000,2
5177,이은총,1991-04-16,2015,3000,1
5178,양우현,2000-04-13,2019,,1
5179,양우현,2000-04-13,2020,2700,2
5180,김경진,1976-12-21,1999,,1
5181,김경진,1976-12-21,2000,1800,2
5182,김경진,1976-12-21,2003,1800,5
5183,김경진,1976-12-21,2004,2800,6
5184,김경진,1976-12-21,2005,3100,7
5185,김경진,1976-12-21,2006,3300,8
5186,김경진,1976-12-21,2007,3000,9
5187,최현종,1985-08-05,2008,2000,1
5188,임종찬,2001-09-28,2020,,1
5189,안권수,1993-04-19,2020,2700,1
5190,루츠,1986-06-03,2015,900000,1
5191,신민기,1980-12-11,2003,,1
5192,홍종표,2000-05-02,2020,2700,1
5193,박진환,1981-03-10,2004,,1
5194,박진환,1981-03-10,2005,2100,2
5195,박진환,1981-03-10,2006,2300,3
5196,박진환,1981-03-10,2011,2400,8
5197,김인환,1994-01-28,2018,2800,1
5198,김인환,1994-01-28,2019,900000,2
5199,이태원,1986-03-17,2013,2400,1
5200,이태원,1986-03-17,2014,900000,2
5201,모터,1989-09-18,2020,,1
5202,반슬라이크,1986-07-24,2018,900000,1
5203,방진호,1977-07-27,2001,1500,1
5204,방진호,1977-07-27,2002,2000,2
5205,안승한,1992-01-25,2019,,1
5206,로페즈,1974-10-15,2004,,1
5207,오정환,1999-03-27,2019,900000,1
5208,모넬,1986-03-27,2017,900000,1
5209,팔카,1991-10-28,2020,,1
5210,김인호,1967-01-26,1989,,1
5211,김인호,1967-01-26,1990,,2
5212,김인호,1967-01-26,1991,,3
5213,김인호,1967-01-26,1992,,4
5214,김인호,1967-01-26,1993,,5
5215,김인호,1967-01-26,1994,,6
